Sno,SICK_id,Premise,Hypothesis,Modifier,Premise/Hypothesis/Both,Part of Premise/Hypothesis Modified,Modifier Type,"Ground Truth 
(Total 7 Entailment Relations but also Includes multiple labels for some premise, hypothesis )","CompressedGT
(FE, RE, Neutral & Contradiction)"
1248,342,A girl with a black bag is on a bad crowded train,A cramped black train is on the bad bag of a girl,bad,Both,Object,Adjectives/Adverbs,Neutral,Neutral
1249,342,A girl with a black bag is on a green crowded train,"A cramped black train is on the bag of a girl
",green,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
1250,342,A girl with a black bag is on a crowded train,A cramped black train is on the green bag of a girl,green,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1251,342,A girl with a black bag is on a green crowded train,A cramped black train is on the green bag of a girl,green,Both,Object,Adjectives/Adverbs,Neutral,Neutral
1252,342,A girl with a black bag is on a happy crowded train,"A cramped black train is on the bag of a girl
",happy,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
1253,342,A girl with a black bag is on a crowded train,A cramped black train is on the happy bag of a girl,happy,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1254,342,A girl with a black bag is on a happy crowded train,A cramped black train is on the happy bag of a girl,happy,Both,Object,Adjectives/Adverbs,Neutral,Neutral
1255,342,A girl with a black bag is on an abnormal crowded train,"A cramped black train is on the bag of a girl
",an abnormal,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
1256,342,A girl with a black bag is on a crowded train,A cramped black train is on an abnormal bag of a girl,an abnormal,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1257,342,A girl with a black bag is on an abnormal crowded train,A cramped black train is on an abnormal bag of a girl,an abnormal,Both,Object,Adjectives/Adverbs,Neutral,Neutral
1258,342,A girl with a black bag is on a sad crowded train,"A cramped black train is on the bag of a girl
",sad,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
1259,342,A girl with a black bag is on a crowded train,A cramped black train is on the sad bag of a girl,sad,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1260,342,A girl with a black bag is on a sad crowded train,A cramped black train is on the sad bag of a girl,sad,Both,Object,Adjectives/Adverbs,Neutral,Neutral
1261,342,A girl with a black bag is on no crowded train,"A cramped black train is on the bag of a girl
",no,Premise,Object,Negation,Neutral,Neutral
1262,342,A girl with a black bag is on a crowded train,A cramped black train is on no bag of a girl,no,Hypothesis,Object,Negation,Neutral,Neutral
1263,342,A girl with a black bag is on no crowded train,A cramped black train is on no bag of a girl,no,Both,Object,Negation,Neutral,Neutral
1264,342,A girl with a black bag is on some crowded train,"A cramped black train is on the bag of a girl
",some,Premise,Object,Existential,Neutral,Neutral
1265,342,A girl with a black bag is on a crowded train,A cramped black train is on some bag of a girl,some,Hypothesis,Object,Existential,Neutral,Neutral
1266,342,A girl with a black bag is on some crowded train,A cramped black train is on some bag of a girl,some,Both,Object,Existential,Neutral,Neutral
1267,342,A girl with a black bag is on exactly one crowded train,"A cramped black train is on the bag of a girl
",exactly one,Premise,Object,Existential,Neutral,Neutral
1268,342,A girl with a black bag is on a crowded train,A cramped black train is on exactly one bag of a girl,exactly one,Hypothesis,Object,Existential,Neutral,Neutral
1269,342,A girl with a black bag is on exactly one crowded train,A cramped black train is on exactly one bag of a girl,exactly one,Both,Object,Existential,Neutral,Neutral
1270,342,A girl with a black bag is on an elegant crowded train,"A cramped black train is on the bag of a girl
",an elegant,Premise,Object,Adjectives/Adverbs,Neutral,Neutral
1271,342,A girl with a black bag is on a crowded train,A cramped black train is on an elegant bag of a girl,an elegant,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1272,342,A girl with a black bag is on an elegant crowded train,A cramped black train is on an elegant bag of a girl,an elegant,Both,Object,Adjectives/Adverbs,Neutral,Neutral
1273,129,an old man is sitting in a field,a man is sitting in a field,NONE,NONE,NONE,No Modifiers,FE,FE
1274,129,every old man is sitting in a field,a man is sitting in a field,every,premise,subject,Universal,FE,FE
1275,129,an old man is sitting in a field,every man is sitting in a field,every,hypothesis,subject,Universal,RE,RE
1276,129,every old man is sitting in a field,every man is sitting in a field,every,Both,subject,Universal,RE,RE
1277,129,some old man is sitting in a field,a man is sitting in a field,some,premise,subject,Existential,FE,FE
1278,129,an old man is sitting in a field,some man is sitting in a field,some,hypothesis,subject,Existential,FE,FE
1279,129,some old man is sitting in a field,some man is sitting in a field,some,Both,subject,Existential,FE,FE
1280,129,at least old man is sitting in a field,a man is sitting in a field,at least,premise,subject,Existential,FE,FE
1281,129,an old man is sitting in a field,at least man is sitting in a field,at least,hypothesis,subject,Existential,FE,FE
1282,129,at least old man is sitting in a field,at least man is sitting in a field,at least,Both,subject,Existential,FE,FE
1283,129,not every old man is sitting in a field,a man is sitting in a field,not every,premise,subject,Negation,Neutral,Neutral
1284,129,an old man is sitting in a field,not every man is sitting in a field,not every,hypothesis,subject,Negation,Neutral,Neutral
1285,129,not every old man is sitting in a field,not every man is sitting in a field,not every,Both,subject,Negation,FE,FE
1286,129,exactly one old man is sitting in a field,a man is sitting in a field,exactly one,premise,subject,Existential,FE,FE
1287,129,an old man is sitting in a field,exactly one man is sitting in a field,exactly one,hypothesis,subject,Existential,Neutral,Neutral
1288,129,exactly one old man is sitting in a field,exactly one man is sitting in a field,exactly one,Both,subject,Existential,FE,FE
1289,129,all but one old man is sitting in a field,a man is sitting in a field,all but one,premise,subject,Existential,FE,FE
1290,129,an old man is sitting in a field,all but one man is sitting in a field,all but one,hypothesis,subject,Existential,RE,RE
1291,129,all but one old man is sitting in a field,all but one man is sitting in a field,all but one,Both,subject,Existential,Neutral,Neutral
1292,129,a bad old man is sitting in a field,a bad man is sitting in a field,bad,Both,subject,Adjectives/Adverbs,FE,FE
1293,129,an old man is not sitting in a field,a man is sitting in a field,not,Premise,verb,Negation,Neutral,Neutral
1294,129,an old man is sitting in a field,a man is not sitting in a field,not,Hypothesis,verb,Negation,Negation,Contradiction
1295,129,an old man is not sitting in a field,a man is not sitting in a field,not,Both,verb,Negation,FE,FE
1296,129,an old man is abnormally sitting in a field,a man is sitting in a field,abnormally,Premise,verb,Adjectives/Adverbs,FE,FE
1297,129,an old man is sitting in a field,a man is abnormally sitting in a field,abnormally,Hypothesis,verb,Adjectives/Adverbs,Neutral,Neutral
1298,129,an old man is abnormally sitting in a field,a man is abnormally sitting in a field,abnormally,Both,verb,Adjectives/Adverbs,FE,FE
1299,129,an old man is elegantly sitting in a field,a man is sitting in a field,elegantly,Premise,verb,Adjectives/Adverbs,FE,FE
1300,129,an old man is sitting in a field,a man is elegantly sitting in a field,elegantly,Hypothesis,verb,Adjectives/Adverbs,Neutral,Neutral
1301,129,an old man is elegantly sitting in a field,a man is elegantly sitting in a field,elegantly,Both,verb,Adjectives/Adverbs,FE,FE
1302,129,an old man is always sitting in a field,a man is sitting in a field,always,Premise,verb,Universal,FE,FE
1303,129,an old man is sitting in a field,a man is always sitting in a field,always,Hypothesis,verb,Universal,Neutral,Neutral
1304,129,an old man is always sitting in a field,a man is always sitting in a field,always,Both,verb,Universal,FE,FE
1305,129,an old man is never sitting in a field,a man is sitting in a field,never,Premise,verb,Universal,Neutral,Neutral
1306,129,an old man is sitting in a field,a man is never sitting in a field,never,Hypothesis,verb,Universal,Neutral,Neutral
1307,129,an old man is never sitting in a field,a man is never sitting in a field,never,Both,verb,Universal,Neutral,Neutral
1309,129,an old man is sitting in a good field,a man is sitting in a field,good,Premise,Object,Adjectives/Adverbs,FE,FE
1310,129,an old man is sitting in a field,a man is sitting in a good field,good,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1311,129,an old man is sitting in a good field,a man is sitting in a good field,good,Both,Object,Adjectives/Adverbs,FE,FE
1312,129,an old man is sitting in all but one field,a man is sitting in a field,all but one,Premise,Object,Existential,FE,FE
1313,129,an old man is sitting in a field,a man is sitting in all but one field,all but one,Hypothesis,Object,Existential,Neutral,Neutral
1314,129,an old man is sitting in all but one field,a man is sitting in all but one field,all but one,Both,Object,Existential,FE,FE
1315,129,an old man is sitting in every field,a man is sitting in a field,every,Premise,Object,Universal,FE,FE
1316,129,an old man is sitting in a field,a man is sitting in every field,every,Hypothesis,Object,Universal,Neutral,Neutral
1317,129,an old man is sitting in every field,a man is sitting in every field,every,Both,Object,Universal,FE,FE
1318,129,an old man is sitting in a bad field,a man is sitting in a field,bad,Premise,Object,Adjectives/Adverbs,FE,FE
1319,129,an old man is sitting in a field,a man is sitting in a bad field,bad,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1320,129,an old man is sitting in a bad field,a man is sitting in a bad field,bad,Both,Object,Adjectives/Adverbs,FE,FE
1321,129,an old man is sitting in a green field,a man is sitting in a field,green,Premise,Object,Adjectives/Adverbs,FE,FE
1322,129,an old man is sitting in a field,a man is sitting in a green field,green,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1323,129,an old man is sitting in a green field,a man is sitting in a green field,green,Both,Object,Adjectives/Adverbs,FE,FE
1324,129,an old man is sitting in a happy field,a man is sitting in a field,happy,Premise,Object,Adjectives/Adverbs,FE,FE
1325,129,an old man is sitting in a field,a man is sitting in a happy field,happy,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1326,129,an old man is sitting in a happy field,a man is sitting in a happy field,happy,Both,Object,Adjectives/Adverbs,FE,FE
1327,129,an old man is sitting in a an abnormal field,a man is sitting in a field,an abnormal,Premise,Object,Adjectives/Adverbs,FE,FE
1328,129,an old man is sitting in a field,a man is sitting in a an abnormal field,an abnormal,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1329,129,an old man is sitting in a an abnormal field,a man is sitting in a an abnormal field,an abnormal,Both,Object,Adjectives/Adverbs,FE,FE
1330,129,an old man is sitting in a sad field,a man is sitting in a field,sad,Premise,Object,Adjectives/Adverbs,FE,FE
1331,129,an old man is sitting in a field,a man is sitting in a sad field,sad,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
1332,129,an old man is sitting in a sad field,a man is sitting in a sad field,sad,Both,Object,Adjectives/Adverbs,FE,FE
1333,129,an old man is sitting in no field,a man is sitting in a field,no,Premise,Object,Negation,Neutral,Neutral
1334,129,an old man is sitting in a field,a man is sitting in no field,no,Hypothesis,Object,Negation,Neutral,Neutral
1335,129,an old man is sitting in no field,a man is sitting in no field,no,Both,Object,Negation,FE,FE
1336,129,an old man is sitting in some field,a man is sitting in a field,some,Premise,Object,Existential,FE,FE
1337,129,an old man is sitting in a field,a man is sitting in some field,some,Hypothesis,Object,Existential,FE,FE
1338,129,an old man is sitting in some field,a man is sitting in some field,some,Both,Object,Existential,FE,FE
1339,129,an old man is sitting in exactly one field,a man is sitting in a field,exactly one,Premise,Object,Existential,FE,FE
